"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 11 02:56:47 GMT 2025","Sat Jan 11 02:56:48 GMT 2025","889","","bassi.itau_unibanco.exerc2_itau_unibanco.Exerc2ItauUnibancoApplicationTests","","bassi.itau_unibanco.exerc2_itau_unibanco.Exerc2ItauUnibancoApplicationTests","contextLoads","contextLoads()",""
